date,code,name,market,total_shares,foreign_shares,foreign_ratio
2025-11-05,3520,華盈,TPEX,68846778,1374147,0.0
2025-11-05,3521,鴻翊,TPEX,128265552,213015,0.0
2025-11-05,3522,御嵿,TPEX,83971209,134191,0.0
2025-11-05,3523,迎輝,TPEX,64257868,34001,0.0
2025-11-05,3526,凡甲,TPEX,65134161,8384970,0.0
2025-11-05,3527,聚積,TPEX,44445125,2260150,0.0
2025-11-05,3529,力旺,TPEX,74673742,39868652,0.0
2025-11-05,3531,先益,TPEX,61175011,11796414,0.0
2025-11-05,3537,堡達,TPEX,56242979,939262,0.0
2025-11-05,3540,曜越,TPEX,72458548,2332529,0.0
2025-11-05,3541,西柏,TPEX,56349142,536847,0.0
2025-11-05,3546,宇峻,TPEX,58427323,4199030,0.0
2025-11-05,3548,兆利,TPEX,67744175,2198428,0.0
2025-11-05,3551,世禾,TPEX,62274890,2914494,0.0
2025-11-05,3552,同致,TPEX,97918334,10763906,0.0
2025-11-05,3555,博士旺,TPEX,29998797,1141619,0.0
2025-11-05,3556,禾瑞亞,TPEX,63702844,2763430,0.0
2025-11-05,3558,神準,TPEX,59060881,2224168,0.0
2025-11-05,3564,其陽,TPEX,59123100,1233672,0.0
2025-11-05,3567,逸昌,TPEX,33954000,1012281,0.0
2025-11-05,3570,大塚,TPEX,17097000,7721450,0.0
2025-11-05,3577,泓格,TPEX,63965653,2911296,0.0
2025-11-05,3580,友威科,TPEX,39470657,2033308,0.0
2025-11-05,3581,博磊,TPEX,51006000,5142447,0.0
2025-11-05,3587,閎康,TPEX,67038234,6306680,0.0
2025-11-05,3594,磐儀,TPEX,95948358,2324812,0.0
2025-11-05,3597,映興,TPEX,39236440,504176,0.0
2025-11-05,3609,三一東林,TPEX,38419387,800001,0.0
2025-11-05,3611,鼎翰,TPEX,47490134,5925565,0.0
2025-11-05,3615,安可,TPEX,68466976,2241568,0.0
2025-11-05,3623,富晶通,TPEX,29185946,379067,0.0
2025-11-05,3624,光頡,TPEX,117340842,49307711,0.0
2025-11-05,3625,西勝,TPEX,114246765,9464055,0.0
2025-11-05,3628,盈正,TPEX,45000000,2242869,0.0
2025-11-05,3629,地心引力,TPEX,32954782,9000,0.0
2025-11-05,3630,新鉅科,TPEX,204191848,84428728,0.0
2025-11-05,3631,晟楠,TPEX,81820909,6497301,0.0
2025-11-05,3632,研勤,TPEX,40889738,105986,0.0
2025-11-05,3646,艾恩特,TPEX,39297371,2835082,0.0
2025-11-05,3663,鑫科,TPEX,108494074,1521661,0.0
2025-11-05,3664,安瑞-KY,TPEX,59525482,21674415,0.0
2025-11-05,3666,光耀,TPEX,92924850,309969,0.0
2025-11-05,3672,康聯訊,TPEX,40790375,1015017,0.0
2025-11-05,3675,德微,TPEX,53057923,28684766,0.0
2025-11-05,3680,家登,TPEX,96039516,13827803,0.0
2025-11-05,3684,榮昌,TPEX,30001674,66349,0.0
2025-11-05,3685,元創精密,TPEX,79574000,963307,0.0
2025-11-05,3687,歐買尬,TPEX,30059572,1934011,0.0
2025-11-05,3689,湧德,TPEX,85225676,3827198,0.0
2025-11-05,3691,碩禾,TPEX,91883420,2750052,0.0
2025-11-05,3693,營邦,TPEX,42990694,3965181,0.0
2025-11-05,3707,漢磊,TPEX,383222653,30866199,0.0
2025-11-05,3709,鑫聯大投控,TPEX,125569450,7327057,0.0
2025-11-05,3710,連展投控,TPEX,287250734,9428165,0.0
2025-11-05,3713,新晶投控,TPEX,88090000,270032,0.0
2025-11-05,4102,永日,TPEX,42373443,434197,0.0
2025-11-05,4105,東洋,TPEX,248649959,55789113,0.0
2025-11-05,4107,邦特,TPEX,69298336,5675457,0.0
2025-11-05,4109,加捷生醫,TPEX,118736681,1441070,0.0
2025-11-05,4111,濟生,TPEX,59832135,1947346,0.0
2025-11-05,4113,聯上,TPEX,231138137,2373296,0.0
2025-11-05,4114,健喬,TPEX,510175636,37714074,0.0
2025-11-05,4116,明基醫,TPEX,44566000,292049,0.0
2025-11-05,4120,友華,TPEX,86747119,5654063,0.0
2025-11-05,4121,優盛,TPEX,85491045,892279,0.0
2025-11-05,4123,晟德,TPEX,761225674,73506737,0.0
2025-11-05,4126,太醫,TPEX,72600000,7864463,0.0
2025-11-05,4127,天良,TPEX,45760000,400123,0.0
2025-11-05,4128,中天,TPEX,588170597,41695744,0.0
2025-11-05,4129,聯合,TPEX,96436704,14868622,0.0
2025-11-05,4130,健亞,TPEX,114887530,1968254,0.0
2025-11-05,4131,浩泰,TPEX,39500000,15000,0.0
2025-11-05,4138,曜亞,TPEX,39930000,185935,0.0
2025-11-05,4139,馬光-KY,TPEX,42549911,8482329,0.0
2025-11-05,4147,中裕,TPEX,273119225,25349982,0.0
2025-11-05,4153,鈺緯,TPEX,58668197,160972,0.0
2025-11-05,4154,樂威科-KY,TPEX,32327620,7054595,0.0
2025-11-05,4157,太景*-KY,TPEX,717841475,10856356,0.0
2025-11-05,4160,訊聯基因,TPEX,26690334,146812,0.0
2025-11-05,4161,聿新科,TPEX,59808204,913378,0.0
2025-11-05,4162,智擎,TPEX,145677640,8684672,0.0
2025-11-05,4163,鐿鈦,TPEX,49703893,1386886,0.0
2025-11-05,4166,友霖,TPEX,243035089,25544141,0.0
2025-11-05,4167,松瑞藥,TPEX,310444107,32641356,0.0
2025-11-05,4168,醣聯,TPEX,108208133,5204923,0.0
2025-11-05,4171,瑞基,TPEX,58457469,7763676,0.0
2025-11-05,4173,久裕,TPEX,74574355,2835569,0.0
2025-11-05,4174,浩鼎,TPEX,263159374,21467072,0.0
2025-11-05,4175,杏一,TPEX,42323307,56116,0.0
2025-11-05,4183,福永生技,TPEX,23800000,2000,0.0
2025-11-05,4188,安克,TPEX,63332900,42314,0.0
2025-11-05,4192,杏國,TPEX,35164500,107104,0.0
2025-11-05,4198,欣大健康,TPEX,24108000,286940,0.0
2025-11-05,4205,中華食,TPEX,97649228,500203,0.0
2025-11-05,4207,環泰,TPEX,198538008,3417227,0.0
2025-11-05,4303,信立,TPEX,94605317,2913610,0.0
2025-11-05,4304,勝昱,TPEX,36038065,1389,0.0
2025-11-05,4305,世坤,TPEX,55014000,35365,0.0
2025-11-05,4401,東隆興,TPEX,122692012,1800772,0.0
2025-11-05,4402,郡都開發,TPEX,67991830,1527145,0.0
2025-11-05,4406,新昕纖,TPEX,51912000,96117,0.0
2025-11-05,4413,飛寶企業,TPEX,31314689,1792009,0.0
2025-11-05,4416,三圓,TPEX,73586213,414182,0.0
2025-11-05,4417,金洲,TPEX,83971399,4184919,0.0
2025-11-05,4419,皇家美食,TPEX,169163133,3883,0.0
2025-11-05,4420,光明,TPEX,40455000,226353,0.0
2025-11-05,4430,耀億,TPEX,56273609,1285912,0.0
2025-11-05,4432,銘旺實,TPEX,50589000,461220,0.0
2025-11-05,4433,興采,TPEX,61299774,30613,0.0
2025-11-05,4442,竣邦-KY,TPEX,30442938,19609744,0.0
2025-11-05,4502,健信,TPEX,57469686,2165102,0.0
2025-11-05,4503,金雨,TPEX,78313326,3293967,0.0
2025-11-05,4506,崇友,TPEX,177012000,4203661,0.0
2025-11-05,4510,高鋒,TPEX,108010689,4507502,0.0
2025-11-05,4513,福裕,TPEX,114361921,1655840,0.0
2025-11-05,4523,永彰,TPEX,64949000,2050013,0.0
2025-11-05,4527,方土霖,TPEX,76152370,1356242,0.0
2025-11-05,4528,江興鍛,TPEX,84165695,92655,0.0
2025-11-05,4529,淳紳,TPEX,84549096,13979945,0.0
2025-11-05,4530,宏易,TPEX,69437276,2100708,0.0
2025-11-05,4533,協易機,TPEX,158434110,8335631,0.0
2025-11-05,4534,慶騰,TPEX,86788948,534704,0.0
2025-11-05,4535,至興,TPEX,75661740,88152,0.0
2025-11-05,4538,大詠城,TPEX,58772991,80516,0.0
2025-11-05,4541,晟田,TPEX,67647068,2592595,0.0
2025-11-05,4542,科嶠,TPEX,32323417,1995219,0.0
2025-11-05,4543,萬在,TPEX,59772300,4190441,0.0
2025-11-05,4549,桓達,TPEX,57002445,676970,0.0
2025-11-05,4550,長佳,TPEX,37838783,580001,0.0
2025-11-05,4554,橙的,TPEX,26327464,6505509,0.0
2025-11-05,4556,旭然,TPEX,42302840,4649054,0.0
2025-11-05,4558,寶緯,TPEX,50000000,116000,0.0
2025-11-05,4561,健椿,TPEX,58521619,912105,0.0
2025-11-05,4563,百德,TPEX,54950000,1782135,0.0
2025-11-05,4568,科際精密,TPEX,31772125,6360251,0.0
2025-11-05,4577,達航科技,TPEX,49137998,746000,0.0
2025-11-05,4580,捷流閥業,TPEX,46803109,1309458,0.0
2025-11-05,4584,君帆,TPEX,30002400,6080,0.0
2025-11-05,4609,唐鋒,TPEX,47946820,0,0.0
2025-11-05,4702,中美實,TPEX,72333200,31225546,0.0
2025-11-05,4706,大恭,TPEX,79030093,23249091,0.0
2025-11-05,4707,磐亞,TPEX,403715270,1532257,0.0
2025-11-05,4711,永純,TPEX,61056000,481873,0.0
2025-11-05,4714,永捷,TPEX,178088188,8556578,0.0
2025-11-05,4716,大立,TPEX,94427191,2006135,0.0
2025-11-05,4721,美琪瑪,TPEX,74986304,1980288,0.0
2025-11-05,4726,永昕,TPEX,207114300,43048508,0.0
2025-11-05,4728,雙美,TPEX,54463000,9742055,0.0
2025-11-05,4729,熒茂,TPEX,79226741,829287,0.0
2025-11-05,4735,豪展,TPEX,41568758,25431,0.0
2025-11-05,4741,泓瀚,TPEX,34812079,423980,0.0
2025-11-05,4743,合一,TPEX,479296486,35110942,0.0
2025-11-05,4744,皇將,TPEX,54984332,4859426,0.0
2025-11-05,4745,合富-KY,TPEX,77449547,9563477,0.0
2025-11-05,4747,強生,TPEX,44932346,279875,0.0
2025-11-05,4749,新應材,TPEX,92732865,10814848,0.0
2025-11-05,4754,國碳科,TPEX,30283215,73967,0.0
2025-11-05,4760,勤凱,TPEX,32218283,882376,0.0
2025-11-05,4767,誠泰科技,TPEX,31415000,8000,0.0
2025-11-05,4768,晶呈科技,TPEX,47487969,3018580,0.0
2025-11-05,4772,台特化,TPEX,147681552,14142896,0.0
2025-11-05,4804,大略-KY,TPEX,60324920,2188219,0.0
2025-11-05,4806,桂田文創,TPEX,99947092,1882691,0.0
2025-11-05,4903,聯光通,TPEX,105343714,462457,0.0
2025-11-05,4905,台聯電,TPEX,29260044,2805181,0.0
2025-11-05,4907,富宇,TPEX,118145778,271589,0.0
2025-11-05,4908,前鼎,TPEX,78216907,2798561,0.0
2025-11-05,4909,新復興,TPEX,93356864,5803703,0.0
2025-11-05,4911,德英,TPEX,63719568,160332,0.0
2025-11-05,4923,力士,TPEX,33890800,264205,0.0
2025-11-05,4924,欣厚-KY,TPEX,37164409,14129668,0.0
2025-11-05,4931,新盛力,TPEX,65617761,4768357,0.0
2025-11-05,4933,友輝,TPEX,81989675,5245073,0.0
2025-11-05,4939,亞電,TPEX,98200868,4803414,0.0
2025-11-05,4946,辣椒,TPEX,7810946,964865,0.0
2025-11-05,4950,金耘國際,TPEX,57729107,98362,0.0
2025-11-05,4951,精拓科,TPEX,34148713,1752001,0.0
2025-11-05,4953,緯軟,TPEX,73147014,6446877,0.0
2025-11-05,4966,譜瑞-KY,TPEX,80057788,31913232,0.0
2025-11-05,4971,IET-KY,TPEX,39985743,5669672,0.0
2025-11-05,4972,湯石照明,TPEX,56888587,1578434,0.0
2025-11-05,4973,廣穎,TPEX,65392843,1753798,0.0
2025-11-05,4974,亞泰,TPEX,72500104,3995014,0.0
2025-11-05,4979,華星光,TPEX,140839794,16219806,0.0
2025-11-05,4987,科誠,TPEX,31878000,1011778,0.0
2025-11-05,4991,環宇-KY,TPEX,113648293,18658515,0.0
2025-11-05,4995,晶達,TPEX,42336036,898605,0.0
2025-11-05,5009,榮剛,TPEX,602471197,56857105,0.0
2025-11-05,5011,久陽,TPEX,100669738,538076,0.0
2025-11-05,5013,強新,TPEX,133416000,16300804,0.0
2025-11-05,5014,建錩,TPEX,183265054,3847242,0.0
2025-11-05,5015,華祺,TPEX,60639189,3555720,0.0
2025-11-05,5016,松和,TPEX,49622076,204207,0.0
2025-11-05,5201,凱衛,TPEX,38674600,3726177,0.0
2025-11-05,5202,力新,TPEX,89094000,2697754,0.0
2025-11-05,5205,中茂,TPEX,13500000,1,0.0
2025-11-05,5206,坤悅,TPEX,171517500,10857536,0.0
2025-11-05,5209,新鼎,TPEX,28427103,728981,0.0
2025-11-05,5210,寶碩,TPEX,82177779,1268754,0.0
2025-11-05,5211,蒙恬,TPEX,32024727,2686543,0.0
2025-11-05,5212,凌網,TPEX,34633000,7566371,0.0
2025-11-05,5213,亞昕,TPEX,721334326,6903505,0.0
2025-11-05,5220,萬達光電,TPEX,39667000,83503,0.0
2025-11-05,5223,安力-KY,TPEX,44549781,18735353,0.0
2025-11-05,5227,立凱-KY,TPEX,68000000,7975205,0.0
2025-11-05,5228,鈺鎧,TPEX,38056253,21000,0.0
2025-11-05,5230,雷笛克光學,TPEX,55976730,475404,0.0
2025-11-05,5236,凌陽創新,TPEX,60004038,1989556,0.0
2025-11-05,5245,智晶,TPEX,43160000,1645914,0.0
2025-11-05,5251,天鉞電,TPEX,33733377,8655158,0.0
2025-11-05,5263,智崴,TPEX,70558088,10041402,0.0
2025-11-05,5272,笙科,TPEX,55276118,988103,0.0
2025-11-05,5274,信驊,TPEX,37802685,21784756,0.0
2025-11-05,5276,達輝-KY,TPEX,39500000,30413000,0.0
2025-11-05,5278,尚凡*,TPEX,300000000,4332730,0.0
2025-11-05,5287,數字,TPEX,60314050,11314783,0.0
2025-11-05,5289,宜鼎,TPEX,93507217,28808606,0.0
2025-11-05,5291,邑昇,TPEX,39890606,0,0.0
2025-11-05,5299,杰力,TPEX,50888981,705887,0.0
2025-11-05,5301,寶得利,TPEX,142752571,3718780,0.0
2025-11-05,5302,太欣,TPEX,159888349,330640,0.0
2025-11-05,5309,系統電,TPEX,191781375,6985486,0.0
2025-11-05,5310,天剛,TPEX,28943517,8000,0.0
2025-11-05,5312,寶島科,TPEX,60059898,5129233,0.0
2025-11-05,5314,世紀*,TPEX,292000000,25371660,0.0
2025-11-05,5315,光聯,TPEX,106351832,12263515,0.0
2025-11-05,5321,美而快,TPEX,53179802,975587,0.0
2025-11-05,5324,士開,TPEX,226379090,11731428,0.0
2025-11-05,5328,華容,TPEX,172710724,3179088,0.0
2025-11-05,5340,建榮,TPEX,194893964,97193740,0.0
2025-11-05,5344,立衛,TPEX,79447460,92333,0.0
2025-11-05,5345,馥鴻,TPEX,37795000,8976,0.0
2025-11-05,5347,世界,TPEX,1867392355,251401967,0.0
2025-11-05,5348,正能量智能,TPEX,14775917,3000,0.0
2025-11-05,5351,鈺創,TPEX,325595781,34163781,0.0
2025-11-05,5353,台林,TPEX,75500000,453015,0.0
2025-11-05,5355,佳總,TPEX,166122792,134015,0.0
2025-11-05,5356,協益,TPEX,103040000,4007770,0.0
2025-11-05,5364,力麗店,TPEX,63849940,284798,0.0
2025-11-05,5371,中光電,TPEX,390981110,41898868,0.0
2025-11-05,5381,合正,TPEX,244526837,1631204,0.0
2025-11-05,5386,青雲,TPEX,36080881,2093069,0.0
2025-11-05,5392,能率,TPEX,176562145,4700777,0.0
2025-11-05,5398,慕康生醫,TPEX,49465460,3136730,0.0
2025-11-05,5403,中菲,TPEX,76193090,4561006,0.0
2025-11-05,5410,國眾,TPEX,91324123,7980418,0.0
2025-11-05,5425,台半,TPEX,263485486,23535341,0.0
2025-11-05,5426,振發,TPEX,143800000,3481935,0.0
2025-11-05,5432,新門,TPEX,20687804,141259,0.0
2025-11-05,5438,東友,TPEX,112536565,1373472,0.0
2025-11-05,5439,高技,TPEX,92975752,23015003,0.0
2025-11-05,5443,均豪,TPEX,164496644,8639104,0.0
2025-11-05,5450,南良,TPEX,122403239,90532,0.0
2025-11-05,5452,佶優,TPEX,148763669,12197016,0.0
2025-11-05,5455,昇益,TPEX,65501813,54398,0.0
2025-11-05,5457,宣德,TPEX,174581500,56655236,0.0
2025-11-05,5460,同協,TPEX,58778130,683257,0.0
2025-11-05,5464,霖宏,TPEX,71071490,446155,0.0
2025-11-05,5465,富驊,TPEX,147682629,2835293,0.0
2025-11-05,5468,凱鈺,TPEX,58922909,58091,0.0
2025-11-05,5474,聰泰,TPEX,39756944,997031,0.0
2025-11-05,5475,德宏,TPEX,127127017,6078252,0.0
2025-11-05,5478,智冠,TPEX,156074332,30585197,0.0
2025-11-05,5481,新華,TPEX,71402891,18335222,0.0
2025-11-05,5483,中美晶,TPEX,641221651,116688158,0.0
2025-11-05,5487,通泰,TPEX,24222516,104045,0.0
2025-11-05,5488,松普,TPEX,91586124,986829,0.0
2025-11-05,5489,彩富,TPEX,102706441,1084694,0.0
2025-11-05,5490,同亨,TPEX,96152201,8467390,0.0
2025-11-05,5493,三聯,TPEX,43689255,461283,0.0
2025-11-05,5498,凱崴,TPEX,192448545,1740083,0.0
2025-11-05,5508,永信建,TPEX,217428133,6040334,0.0
2025-11-05,5511,德昌,TPEX,113440000,3291592,0.0
2025-11-05,5512,力麒,TPEX,766312494,42386280,0.0
2025-11-05,5514,三豐,TPEX,236118280,0,0.0
2025-11-05,5516,雙喜,TPEX,51545223,12459,0.0
2025-11-05,5520,力泰,TPEX,59975245,21000,0.0
2025-11-05,5523,豐謙,TPEX,155001464,351411,0.0
2025-11-05,5529,鉅陞,TPEX,101837481,651445,0.0
2025-11-05,5530,龍巖,TPEX,420084199,232285753,0.0
2025-11-05,5536,聖暉*,TPEX,124080930,33110695,0.0
2025-11-05,5543,桓鼎-KY,TPEX,45483593,30826,0.0
2025-11-05,5548,安倉,TPEX,57852013,52579,0.0
2025-11-05,5601,台聯櫃,TPEX,64800000,2425986,0.0
2025-11-05,5603,陸海,TPEX,104876607,5194365,0.0
2025-11-05,5604,中連,TPEX,108782968,3225006,0.0
2025-11-05,5609,中菲行,TPEX,142884000,23056205,0.0
2025-11-05,5701,劍湖山,TPEX,143000000,2103,0.0
2025-11-05,5703,亞都,TPEX,70239594,4662440,0.0
2025-11-05,5704,老爺知,TPEX,38861658,1823575,0.0
2025-11-05,5864,致和證,TPEX,454495572,10978437,0.0
2025-11-05,5878,台名,TPEX,25024303,143000,0.0
2025-11-05,5902,德記,TPEX,94500000,1183116,0.0
2025-11-05,5903,全家,TPEX,223220000,113653498,0.0
2025-11-05,5904,寶雅,TPEX,106443826,28696573,0.0
2025-11-05,5905,南仁湖,TPEX,281623235,6904659,0.0
2025-11-05,6015,宏遠證,TPEX,391581682,9613172,0.0
2025-11-05,6016,康和證,TPEX,686595508,25687944,0.0
2025-11-05,6020,大展證,TPEX,252353154,13000,0.0
2025-11-05,6021,美好證,TPEX,312515974,21153211,0.0
2025-11-05,6023,元大期,TPEX,319976288,5232641,0.0
2025-11-05,6026,福邦證,TPEX,396161841,11787303,0.0
2025-11-05,6101,寬魚國際,TPEX,114618371,684166,0.0
2025-11-05,6103,合邦,TPEX,13604891,93321,0.0
2025-11-05,6104,創惟,TPEX,91175107,16675946,0.0
2025-11-05,6109,亞元,TPEX,67825414,773648,0.0
2025-11-05,6111,大宇資,TPEX,109091051,10130166,0.0
2025-11-05,6113,亞矽,TPEX,52549455,1370167,0.0
2025-11-05,6114,久威,TPEX,43911937,469321,0.0
2025-11-05,6118,建達,TPEX,90889573,2242670,0.0
2025-11-05,6121,新普,TPEX,184970519,66931114,0.0
2025-11-05,6122,擎邦,TPEX,78091632,1973080,0.0
2025-11-05,6123,上奇,TPEX,62089430,1753595,0.0
2025-11-05,6124,業強,TPEX,182479945,92948462,0.0
2025-11-05,6125,廣運,TPEX,259011150,21945358,0.0
2025-11-05,6126,信音,TPEX,127826906,2087233,0.0
2025-11-05,6127,九豪,TPEX,108079751,3010823,0.0
2025-11-05,6129,普誠,TPEX,180943675,2997072,0.0
2025-11-05,6130,上亞科技,TPEX,44300000,490012,0.0
2025-11-05,6134,萬旭,TPEX,81882117,17398748,0.0
2025-11-05,6138,茂達,TPEX,74657000,21247140,0.0
2025-11-05,6140,訊達,TPEX,54897760,1400798,0.0
2025-11-05,6143,振曜,TPEX,86058897,6603851,0.0
2025-11-05,6144,得利影,TPEX,38273701,12814477,0.0
2025-11-05,6146,耕興,TPEX,101867199,30623799,0.0
2025-11-05,6147,頎邦,TPEX,744633539,146962908,0.0
2025-11-05,6148,驊宏資,TPEX,46603757,1527193,0.0
2025-11-05,6150,撼訊,TPEX,48345985,3326856,0.0
2025-11-05,6151,晉倫,TPEX,55257300,2497019,0.0
2025-11-05,6154,順發,TPEX,80080000,523124,0.0
2025-11-05,6156,松上,TPEX,107875010,4145696,0.0
2025-11-05,6158,禾昌,TPEX,55707288,444663,0.0
2025-11-05,6160,欣技,TPEX,68489120,3162882,0.0
2025-11-05,6161,捷波,TPEX,56237477,2309067,0.0
2025-11-05,6163,華電網,TPEX,142024234,5608788,0.0
2025-11-05,6167,久正,TPEX,146000000,5726274,0.0
2025-11-05,6169,昱泉,TPEX,23394960,82060,0.0
2025-11-05,6170,統振,TPEX,97260038,3563440,0.0
2025-11-05,6171,大城地產,TPEX,100000000,185174,0.0
2025-11-05,6173,信昌電,TPEX,172000000,5664231,0.0
2025-11-05,6174,安碁,TPEX,50000000,1471157,0.0
2025-11-05,6175,立敦,TPEX,150571812,27746313,0.0
2025-11-05,6179,亞通,TPEX,114669249,7495250,0.0
2025-11-05,6180,橘子,TPEX,175493573,42257294,0.0
2025-11-05,6182,合晶,TPEX,573796730,59559969,0.0
2025-11-05,6185,幃翔,TPEX,149867531,3920336,0.0
2025-11-05,6186,新潤,TPEX,172484600,3909282,0.0
2025-11-05,6187,萬潤,TPEX,96882315,16220054,0.0
2025-11-05,6188,廣明,TPEX,278358910,31476877,0.0
2025-11-05,6190,萬泰科,TPEX,170590192,13359821,0.0
2025-11-05,6194,育富,TPEX,48000000,1310913,0.0
2025-11-05,6195,詩肯,TPEX,50192942,22546200,0.0
2025-11-05,6198,瑞築,TPEX,171400350,81606,0.0
2025-11-05,6199,天品,TPEX,61760018,3088813,0.0
2025-11-05,6203,海韻電,TPEX,82401370,3325342,0.0
2025-11-05,6204,艾華,TPEX,23102080,137908,0.0
2025-11-05,6207,雷科,TPEX,79679910,2571489,0.0
2025-11-05,6208,日揚,TPEX,94462343,1523402,0.0
2025-11-05,6210,慶生,TPEX,35048000,97000,0.0
2025-11-05,6212,理銘,TPEX,102000000,488303,0.0
2025-11-05,6217,中探針,TPEX,117210018,4224804,0.0
2025-11-05,6218,豪勉,TPEX,64262000,569283,0.0
2025-11-05,6219,富旺,TPEX,124967090,1856556,0.0
2025-11-05,6220,岳豐,TPEX,146462640,2681147,0.0
2025-11-05,6221,晉泰,TPEX,124882375,2193322,0.0
2025-11-05,6222,立軒,TPEX,70588878,58000,0.0
2025-11-05,6223,旺矽,TPEX,94151106,29749124,0.0
2025-11-05,6227,茂綸,TPEX,76111786,615381,0.0
2025-11-05,6228,全譜,TPEX,26000000,101503,0.0
2025-11-05,6229,研通,TPEX,40360700,433576,0.0
2025-11-05,6231,系微,TPEX,45652186,2500319,0.0
2025-11-05,6233,旺玖,TPEX,81021896,2975446,0.0
2025-11-05,6234,高僑,TPEX,100386398,12172094,0.0
2025-11-05,6236,中湛,TPEX,41654039,9484,0.0
2025-11-05,6237,驊訊,TPEX,79645371,2758436,0.0
2025-11-05,6240,松崗,TPEX,22867370,101000,0.0
2025-11-05,6241,易通展,TPEX,48700000,302431,0.0
2025-11-05,6242,立康,TPEX,31806500,166693,0.0
2025-11-05,6244,茂迪,TPEX,387041875,41423152,0.0
2025-11-05,6245,立端,TPEX,146608303,9188858,0.0
2025-11-05,6246,臺龍,TPEX,37851415,454380,0.0
2025-11-05,6248,沛波,TPEX,99956149,847305,0.0
2025-11-05,6259,百徽,TPEX,26566146,10607455,0.0
2025-11-05,6261,久元,TPEX,128497989,4282529,0.0
2025-11-05,6263,普萊德,TPEX,62500964,921805,0.0
2025-11-05,6264,富裔,TPEX,136355291,44260,0.0
2025-11-05,6265,方土昶,TPEX,118172151,6327958,0.0
2025-11-05,6266,泰詠,TPEX,153871641,3773234,0.0
2025-11-05,6270,倍微,TPEX,72145759,394930,0.0
2025-11-05,6274,台燿,TPEX,276292413,83215965,0.0
2025-11-05,6275,元山,TPEX,78379607,2212591,0.0
2025-11-05,6276,安鈦克,TPEX,22043000,440986,0.0
2025-11-05,6279,胡連,TPEX,119015736,13098189,0.0
2025-11-05,6284,佳邦,TPEX,148980341,6118700,0.0
2025-11-05,6290,良維,TPEX,159088724,25920473,0.0
2025-11-05,6291,沛亨,TPEX,42000000,900098,0.0
2025-11-05,6292,迅德,TPEX,46600712,374013,0.0
2025-11-05,6294,智基,TPEX,26047106,244616,0.0
2025-11-05,6411,晶焱,TPEX,99248731,7139447,0.0
2025-11-05,6417,韋僑,TPEX,42274000,4244653,0.0
2025-11-05,6418,詠昇,TPEX,34522000,1571000,0.0
2025-11-05,6419,京晨科,TPEX,13159170,1134756,0.0
2025-11-05,6425,易發,TPEX,48602000,1405558,0.0
2025-11-05,6432,今展科,TPEX,32241771,525010,0.0
2025-11-05,6435,大中,TPEX,37461300,2445497,0.0
2025-11-05,6441,廣錠,TPEX,53318429,373332,0.0
2025-11-05,6461,益得,TPEX,162919000,1026695,0.0
2025-11-05,6462,神盾,TPEX,91250754,11493451,0.0
2025-11-05,6465,威潤,TPEX,51899746,73829,0.0
2025-11-05,6469,大樹,TPEX,149679202,12097519,0.0
2025-11-05,6470,宇智,TPEX,37694100,1877760,0.0
2025-11-05,6474,華豫寧,TPEX,52526199,0,0.0
2025-11-05,6482,弘煜科,TPEX,28634463,721593,0.0
2025-11-05,6485,點序,TPEX,45247008,4558261,0.0
2025-11-05,6486,互動,TPEX,50893286,1784334,0.0
2025-11-05,6488,環球晶,TPEX,478113725,108107979,0.0
2025-11-05,6492,生華科,TPEX,89703620,4485039,0.0
2025-11-05,6494,九齊,TPEX,31559690,1485450,0.0
2025-11-05,6496,科懋,TPEX,47502755,133740,0.0
2025-11-05,6498,久禾光,TPEX,46742892,667938,0.0
2025-11-05,6499,益安,TPEX,92244893,15090447,0.0
2025-11-05,6506,雙邦,TPEX,82360826,395994,0.0
2025-11-05,6508,惠光,TPEX,86538864,627035,0.0
2025-11-05,6509,聚和,TPEX,196543326,7696882,0.0
2025-11-05,6510,精測,TPEX,32789022,8512429,0.0
2025-11-05,6512,啟發電,TPEX,25260000,23923,0.0
2025-11-05,6516,勤崴國際,TPEX,56336935,698820,0.0
2025-11-05,6517,保勝光學,TPEX,30579053,301784,0.0
2025-11-05,6523,達爾膚,TPEX,45047625,716450,0.0
2025-11-05,6527,明達醫,TPEX,25458550,18050,0.0
2025-11-05,6530,創威,TPEX,33750000,1526607,0.0
2025-11-05,6532,瑞耘,TPEX,37445147,1030410,0.0
2025-11-05,6535,順藥,TPEX,168816825,9739186,0.0
2025-11-05,6538,倉和,TPEX,38073000,1391575,0.0
2025-11-05,6542,隆中,TPEX,42000630,7913186,0.0
2025-11-05,6546,正基,TPEX,66226937,5363920,0.0
2025-11-05,6547,高端疫苗,TPEX,328749050,21505363,0.0
2025-11-05,6548,長科*,TPEX,950488700,54878344,0.0
2025-11-05,6556,勝品,TPEX,28750000,171464,0.0
2025-11-05,6560,欣普羅,TPEX,32474715,2210791,0.0
2025-11-05,6561,是方,TPEX,77958370,7140802,0.0
2025-11-05,6568,宏觀,TPEX,30829000,893682,0.0
2025-11-05,6569,醫揚,TPEX,39014745,1219569,0.0
2025-11-05,6570,維田,TPEX,37119170,374001,0.0
2025-11-05,6574,霈方,TPEX,21990000,110225,0.0
2025-11-05,6576,逸達,TPEX,157348666,35880334,0.0
2025-11-05,6577,勁豐,TPEX,60060145,865658,0.0
2025-11-05,6578,達邦蛋白,TPEX,71941901,912061,0.0
